TYPE,IDENTIFIER,GRAMMAR_PATTERN,WORD,SWUM_TAG,POSSE_TAG,STANFORD_TAG,FLAIR_TAG,POSITION,MAXPOSITION,NORMALIZED_POSITION,CONTEXT,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE,ID
BlockedItem,DEFAULT BLOCKED ITEM COMPARATOR,NM NM NM N,ITEM,NM,N,N,N,2,4,1,3,NM,{'jenkins.srcml.xml_identifiers'},587,1566
BlockedItem,DEFAULT BLOCKED ITEM COMPARATOR,NM NM NM N,COMPARATOR,N,N,N,N,3,4,2,3,N,{'jenkins.srcml.xml_identifiers'},587,1567
ColorManagedLook,default look,NM N,default,NM,N,N,N,0,2,0,3,NM,{'blender.srcml.xml_identifiers'},588,1568
ColorManagedLook,default look,NM N,look,N,N,N,N,1,2,2,3,N,{'blender.srcml.xml_identifiers'},588,1569
ST,dependencies ST,NM N,dependencies,NM,N,NPL,NPL,0,2,0,3,NM,{'antlr4.srcml.xml_identifiers'},589,1570
ST,dependencies ST,NM N,ST,N,N,VBP,P,1,2,2,3,N,{'antlr4.srcml.xml_identifiers'},589,1571
QString,DEPOT MESSAGE START,NM NM N,DEPOT,NM,N,N,N,0,3,0,3,NM,{'kdevelop.srcml.xml_identifiers'},590,1572
QString,DEPOT MESSAGE START,NM NM N,MESSAGE,NM,N,N,N,1,3,1,3,NM,{'kdevelop.srcml.xml_identifiers'},590,1573
QString,DEPOT MESSAGE START,NM NM N,START,N,N,N,N,2,3,2,3,N,{'kdevelop.srcml.xml_identifiers'},590,1574
Real,drift term,NM N,drift,NM,N,N,N,0,2,0,3,NM,{'QuantLib.srcml.xml_identifiers'},591,1575
Real,drift term,NM N,term,N,N,N,N,1,2,2,3,N,{'QuantLib.srcml.xml_identifiers'},591,1576
float,dst Saturation,NM N,dst,NM,N,N,N,0,2,0,3,NM,{'calligra.srcml.xml_identifiers'},592,1577
float,dst Saturation,NM N,Saturation,N,N,N,N,1,2,2,3,N,{'calligra.srcml.xml_identifiers'},592,1578
int,dst Type 1,NM N D,dst,NM,N,N,N,0,3,0,3,NM,{'opencv.srcml.xml_identifiers'},593,1579
int,dst Type 1,NM N D,Type,NM,N,N,N,1,3,1,3,N,{'opencv.srcml.xml_identifiers'},593,1580
int,dst Type 1,NM N D,1,N,N,D,D,2,3,2,3,D,{'opencv.srcml.xml_identifiers'},593,1581
GParamSpec,element spec,NM N,element,NM,N,N,N,0,2,0,3,NM,{'gimp.srcml.xml_identifiers'},594,1582
GParamSpec,element spec,NM N,spec,N,N,N,N,1,2,2,3,N,{'gimp.srcml.xml_identifiers'},594,1583
boolean,end Of Input,N P N,end,NM,V,N,N,0,3,0,3,N,{'antlr4.srcml.xml_identifiers'},595,1584
boolean,end Of Input,N P N,Of,NM,P,P,P,1,3,1,3,P,{'antlr4.srcml.xml_identifiers'},595,1585
boolean,end Of Input,N P N,Input,N,N,N,N,2,3,2,3,N,{'antlr4.srcml.xml_identifiers'},595,1586
int,enum Count,NM N,enum,NM,N,N,N,0,2,0,3,NM,{'junit4.srcml.xml_identifiers'},596,1587
int,enum Count,NM N,Count,N,N,N,N,1,2,2,3,N,{'junit4.srcml.xml_identifiers'},596,1588
EqualsBuilder,equals Builder,NM N,equals,NM,N,VBZ,VBZ,0,2,0,3,NM,{'mockito.srcml.xml_identifiers'},597,1589
EqualsBuilder,equals Builder,NM N,Builder,N,N,N,N,1,2,2,3,N,{'mockito.srcml.xml_identifiers'},597,1590
int,equals Offset,NM N,equals,NM,N,VBZ,VBZ,0,2,0,3,NM,{'okhttp.srcml.xml_identifiers'},598,1591
int,equals Offset,NM N,Offset,N,N,VBN,NM,1,2,2,3,N,{'okhttp.srcml.xml_identifiers'},598,1592
uint,error Mark Type,NM NM N,error,NM,N,N,N,0,3,0,3,NM,{'kdevelop.srcml.xml_identifiers'},599,1593
uint,error Mark Type,NM NM N,Mark,NM,N,N,N,1,3,1,3,NM,{'kdevelop.srcml.xml_identifiers'},599,1594
uint,error Mark Type,NM NM N,Type,N,N,N,N,2,3,2,3,N,{'kdevelop.srcml.xml_identifiers'},599,1595
Date,event 0,N D,event,NM,N,N,N,0,2,0,3,N,{'QuantLib.srcml.xml_identifiers'},600,1596
Date,event 0,N D,0,N,N,D,N,1,2,2,3,D,{'QuantLib.srcml.xml_identifiers'},600,1597
List,executors,NPL,executors,N,N,NPL,NPL,0,1,0,3,NPL,{'jenkins.srcml.xml_identifiers'},601,1598
int,expect rows,NM NPL,expect,NM,N,V,V,0,2,0,3,NM,{'opencv.srcml.xml_identifiers'},602,1599
int,expect rows,NM NPL,rows,N,N,NPL,NPL,1,2,2,3,NPL,{'opencv.srcml.xml_identifiers'},602,1600
String,expected String,NM N,expected,NM,NM,VBN,VBN,0,2,0,3,NM,{'junit4.srcml.xml_identifiers'},603,1601
String,expected String,NM N,String,N,N,N,N,1,2,2,3,N,{'junit4.srcml.xml_identifiers'},603,1602
ClusteredBitVector,extra Inhabitants Mask,NM NM N,extra,NM,NM,NM,NM,0,3,0,3,NM,{'swift.srcml.xml_identifiers'},604,1603
ClusteredBitVector,extra Inhabitants Mask,NM NM N,Inhabitants,NM,N,NPL,NPL,1,3,1,3,NM,{'swift.srcml.xml_identifiers'},604,1604
ClusteredBitVector,extra Inhabitants Mask,NM NM N,Mask,N,N,N,VBP,2,3,2,3,N,{'swift.srcml.xml_identifiers'},604,1605
List,extra Interfaces,NM NPL,extra,NM,NM,NM,NM,0,2,0,3,NM,{'mockito.srcml.xml_identifiers'},605,1606
List,extra Interfaces,NM NPL,Interfaces,N,N,NPL,NPL,1,2,2,3,NPL,{'mockito.srcml.xml_identifiers'},605,1607
Real,f Cos,NM N,f,NM,N,N,N,0,2,0,3,NM,{'ogre.srcml.xml_identifiers'},606,1608
Real,f Cos,NM N,Cos,N,N,N,NPL,1,2,2,3,N,{'ogre.srcml.xml_identifiers'},606,1609
bool,f curve Found,NM N V,f,NM,N,N,N,0,3,0,3,NM,{'ogre.srcml.xml_identifiers'},607,1610
bool,f curve Found,NM N V,curve,NM,N,N,N,1,3,1,3,N,{'ogre.srcml.xml_identifiers'},607,1611
bool,f curve Found,NM N V,Found,N,N,VBD,VBD,2,3,2,3,V,{'ogre.srcml.xml_identifiers'},607,1612
FakeMetaMethod,f m m,NM NM N,f,NM,N,N,N,0,3,0,3,NM,{'kdevelop.srcml.xml_identifiers'},608,1613
FakeMetaMethod,f m m,NM NM N,m,NM,NM,N,N,1,3,1,3,NM,{'kdevelop.srcml.xml_identifiers'},608,1614
FakeMetaMethod,f m m,NM NM N,m,NM,N,N,N,2,3,2,3,N,{'kdevelop.srcml.xml_identifiers'},608,1615
float,f Ptr Out,PRE NM N,f,NM,FAILURE,N,N,0,3,0,3,PRE,{'openFrameworks.srcml.xml_identifiers'},609,1616
float,f Ptr Out,PRE NM N,Ptr,NM,FAILURE,N,N,1,3,1,3,NM,{'openFrameworks.srcml.xml_identifiers'},609,1617
float,f Ptr Out,PRE NM N,Out,N,FAILURE,N,VM,2,3,2,3,N,{'openFrameworks.srcml.xml_identifiers'},609,1618
int,face index,NM N,face,NM,N,N,N,0,2,0,3,NM,{'blender.srcml.xml_identifiers'},610,1619
int,face index,NM N,index,N,N,N,N,1,2,2,3,N,{'blender.srcml.xml_identifiers'},610,1620
Class,factory Class,NM N,factory,NM,N,N,N,0,2,0,3,NM,{'junit4.srcml.xml_identifiers'},611,1621
Class,factory Class,NM N,Class,N,N,N,N,1,2,2,3,N,{'junit4.srcml.xml_identifiers'},611,1622
bool,fast Load Success,VM V N,fast,NM,V,NM,NM,0,3,0,3,VM,{'ogre.srcml.xml_identifiers'},612,1623
bool,fast Load Success,VM V N,Load,NM,N,N,N,1,3,1,3,V,{'ogre.srcml.xml_identifiers'},612,1624
bool,fast Load Success,VM V N,Success,N,N,N,N,2,3,2,3,N,{'ogre.srcml.xml_identifiers'},612,1625
auto,feature Iterator,NM N,feature,NM,N,N,N,0,2,0,3,NM,{'antlr4.srcml.xml_identifiers'},613,1626
auto,feature Iterator,NM N,Iterator,N,N,N,N,1,2,2,3,N,{'antlr4.srcml.xml_identifiers'},613,1627
unsigned,field Offset Vector,NM NM N,field,NM,N,N,N,0,3,0,3,NM,{'swift.srcml.xml_identifiers'},614,1628
unsigned,field Offset Vector,NM NM N,Offset,NM,N,VBD,N,1,3,1,3,NM,{'swift.srcml.xml_identifiers'},614,1629
unsigned,field Offset Vector,NM NM N,Vector,N,N,N,N,2,3,2,3,N,{'swift.srcml.xml_identifiers'},614,1630
String,filter Spec,NM N,filter,NM,N,N,N,0,2,0,3,NM,{'junit4.srcml.xml_identifiers'},615,1631
String,filter Spec,NM N,Spec,N,N,N,N,1,2,2,3,N,{'junit4.srcml.xml_identifiers'},615,1632
boolean,finished Normally,V VM,finished,NM,FAILURE,VBN,VBD,0,2,0,3,V,{'elasticsearch.srcml.xml_identifiers'},616,1633
boolean,finished Normally,V VM,Normally,N,FAILURE,VM,VM,1,2,2,3,VM,{'elasticsearch.srcml.xml_identifiers'},616,1634
int,first Space,NM N,first,NM,NM,NM,NM,0,2,0,3,NM,{'okhttp.srcml.xml_identifiers'},617,1635
int,first Space,NM N,Space,N,N,N,N,1,2,2,3,N,{'okhttp.srcml.xml_identifiers'},617,1636
ICameraSceneNode,fixed Cam,NM N,fixed,NM,NM,VBN,VBN,0,2,0,3,NM,{'irrlicht.srcml.xml_identifiers'},618,1637
ICameraSceneNode,fixed Cam,NM N,Cam,N,N,N,N,1,2,2,3,N,{'irrlicht.srcml.xml_identifiers'},618,1638
Frequency,fixed Leg Frequency,NM NM N,fixed,NM,NM,VBN,VBN,0,3,0,3,NM,{'QuantLib.srcml.xml_identifiers'},619,1639
Frequency,fixed Leg Frequency,NM NM N,Leg,NM,N,N,N,1,3,1,3,NM,{'QuantLib.srcml.xml_identifiers'},619,1640
Frequency,fixed Leg Frequency,NM NM N,Frequency,N,N,N,N,2,3,2,3,N,{'QuantLib.srcml.xml_identifiers'},619,1641
Request,followUp,N,followUp,N,N,VM,N,0,1,0,3,N,{'okhttp.srcml.xml_identifiers'},620,1642
bool,forked iter,V N,forked,NM,NM,VBN,VBD,0,2,0,3,V,{'blender.srcml.xml_identifiers'},621,1643
bool,forked iter,V N,iter,N,N,N,PR,1,2,2,3,N,{'blender.srcml.xml_identifiers'},621,1644
boolean,format OK,N NM,format,NM,V,N,N,0,2,0,3,N,{'antlr4.srcml.xml_identifiers'},622,1645
boolean,format OK,N NM,OK,N,N,N,N,1,2,2,3,NM,{'antlr4.srcml.xml_identifiers'},622,1646
int[],free Positions,NM NPL,free,NM,NM,NM,NM,0,2,0,3,NM,{'corenlp.srcml.xml_identifiers'},623,1647
int[],free Positions,NM NPL,Positions,N,N,NPL,NPL,1,2,2,3,NPL,{'corenlp.srcml.xml_identifiers'},623,1648
btVector3,from Local Aabb Min,P NM NM N,from,NM,P,P,P,0,4,0,3,P,{'bullet3.srcml.xml_identifiers'},624,1649
btVector3,from Local Aabb Min,P NM NM N,Local,NM,NM,NM,NM,1,4,1,3,NM,{'bullet3.srcml.xml_identifiers'},624,1650
btVector3,from Local Aabb Min,P NM NM N,Aabb,NM,N,N,N,2,4,1,3,NM,{'bullet3.srcml.xml_identifiers'},624,1651
btVector3,from Local Aabb Min,P NM NM N,Min,N,N,N,N,3,4,2,3,N,{'bullet3.srcml.xml_identifiers'},624,1652
IDocument,future Active Doc,NM NM N,future,NM,NM,NM,NM,0,3,0,3,NM,{'kdevelop.srcml.xml_identifiers'},625,1653
IDocument,future Active Doc,NM NM N,Active,NM,NM,NM,NM,1,3,1,3,NM,{'kdevelop.srcml.xml_identifiers'},625,1654
IDocument,future Active Doc,NM NM N,Doc,N,N,N,N,2,3,2,3,N,{'kdevelop.srcml.xml_identifiers'},625,1655
bool,generate Rule Bypass Transitions,V NM NM NPL,generate,NM,V,V,V,0,4,0,3,V,{'antlr4.srcml.xml_identifiers'},626,1656
bool,generate Rule Bypass Transitions,V NM NM NPL,Rule,NM,N,N,N,1,4,1,3,NM,{'antlr4.srcml.xml_identifiers'},626,1657
bool,generate Rule Bypass Transitions,V NM NM NPL,Bypass,NM,N,N,N,2,4,1,3,NM,{'antlr4.srcml.xml_identifiers'},626,1658
bool,generate Rule Bypass Transitions,V NM NM NPL,Transitions,N,N,NPL,NPL,3,4,2,3,NPL,{'antlr4.srcml.xml_identifiers'},626,1659
String,generated Token On Creation,NM N P N,generated,NM,FAILURE,VBN,VBN,0,4,0,3,NM,{'jenkins.srcml.xml_identifiers'},627,1660
String,generated Token On Creation,NM N P N,Token,NM,FAILURE,NM,N,1,4,1,3,N,{'jenkins.srcml.xml_identifiers'},627,1661
String,generated Token On Creation,NM N P N,On,NM,FAILURE,P,P,2,4,1,3,P,{'jenkins.srcml.xml_identifiers'},627,1662
String,generated Token On Creation,NM N P N,Creation,N,FAILURE,N,N,3,4,2,3,N,{'jenkins.srcml.xml_identifiers'},627,1663
bool,have Mask,V N,have,NM,V,V,V,0,2,0,3,V,{'opencv.srcml.xml_identifiers'},628,1664
bool,have Mask,V N,Mask,N,N,N,N,1,2,2,3,N,{'opencv.srcml.xml_identifiers'},628,1665
Map,id Mention,N NM,id,NM,N,N,N,0,2,0,3,N,{'corenlp.srcml.xml_identifiers'},629,1666
Map,id Mention,N NM,Mention,N,N,N,V,1,2,2,3,NM,{'corenlp.srcml.xml_identifiers'},629,1667
GQuark,identifier quark,NM N,identifier,NM,N,NM,N,0,2,0,3,NM,{'gimp.srcml.xml_identifiers'},630,1668
GQuark,identifier quark,NM N,quark,N,N,N,N,1,2,2,3,N,{'gimp.srcml.xml_identifiers'},630,1669
IdpConfiguration,idp Configuration,NM N,idp,NM,N,N,N,0,2,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},631,1670
IdpConfiguration,idp Configuration,NM N,Configuration,N,N,N,N,1,2,2,3,N,{'elasticsearch.srcml.xml_identifiers'},631,1671
int,idx u,NM N,idx,NM,N,N,N,0,2,0,3,NM,{'blender.srcml.xml_identifiers'},632,1672
int,idx u,NM N,u,N,N,N,N,1,2,2,3,N,{'blender.srcml.xml_identifiers'},632,1673
IplImage[],img stub,NM N,img,NM,N,N,N,0,2,0,3,NM,{'opencv.srcml.xml_identifiers'},633,1674
IplImage[],img stub,NM N,stub,N,N,N,N,1,2,2,3,N,{'opencv.srcml.xml_identifiers'},633,1675
FREEIMAGETYPE,img Type,NM N,img,NM,N,N,N,0,2,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},634,1676
FREEIMAGETYPE,img Type,NM N,Type,N,N,N,N,1,2,2,3,N,{'openFrameworks.srcml.xml_identifiers'},634,1677
String,IMPLICIT GROUP KEY,NM NM N,IMPLICIT,NM,NM,NM,NM,0,3,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},635,1678
String,IMPLICIT GROUP KEY,NM NM N,GROUP,NM,N,N,N,1,3,1,3,NM,{'elasticsearch.srcml.xml_identifiers'},635,1679
String,IMPLICIT GROUP KEY,NM NM N,KEY,N,N,N,N,2,3,2,3,N,{'elasticsearch.srcml.xml_identifiers'},635,1680
Strategy,in Cache,P N,in,NM,P,P,P,0,2,0,3,P,{'Telegram.srcml.xml_identifiers'},636,1681
Strategy,in Cache,P N,Cache,N,N,N,N,1,2,2,3,N,{'Telegram.srcml.xml_identifiers'},636,1682
Integer[],indexes Of Suspicious Args,NPL P NM NPL,indexes,NM,N,NPL,NPL,0,4,0,3,NPL,{'mockito.srcml.xml_identifiers'},637,1683
Integer[],indexes Of Suspicious Args,NPL P NM NPL,Of,NM,P,P,P,1,4,1,3,P,{'mockito.srcml.xml_identifiers'},637,1684
Integer[],indexes Of Suspicious Args,NPL P NM NPL,Suspicious,NM,NM,NM,NM,2,4,1,3,NM,{'mockito.srcml.xml_identifiers'},637,1685
Integer[],indexes Of Suspicious Args,NPL P NM NPL,Args,N,N,NPL,NPL,3,4,2,3,NPL,{'mockito.srcml.xml_identifiers'},637,1686
IntPtr,inertial Frame,NM N,inertial,NM,NM,NM,NM,0,2,0,3,NM,{'bullet3.srcml.xml_identifiers'},638,1687
IntPtr,inertial Frame,NM N,Frame,N,N,N,N,1,2,2,3,N,{'bullet3.srcml.xml_identifiers'},638,1688
auto,inst Results,NM NPL,inst,NM,NM,N,P,0,2,0,3,NM,{'swift.srcml.xml_identifiers'},639,1689
auto,inst Results,NM NPL,Results,N,N,NPL,NPL,1,2,2,3,NPL,{'swift.srcml.xml_identifiers'},639,1690
Type[],interface Bounds,NM NPL,interface,NM,N,N,N,0,2,0,3,NM,{'mockito.srcml.xml_identifiers'},640,1691
Type[],interface Bounds,NM NPL,Bounds,N,N,NPL,VBZ,1,2,2,3,NPL,{'mockito.srcml.xml_identifiers'},640,1692
Real,inv Flight K 2,NM NM N D,inv,NM,N,N,N,0,4,0,3,NM,{'QuantLib.srcml.xml_identifiers'},641,1693
Real,inv Flight K 2,NM NM N D,Flight,NM,N,N,N,1,4,1,3,NM,{'QuantLib.srcml.xml_identifiers'},641,1694
Real,inv Flight K 2,NM NM N D,K,NM,NM,N,N,2,4,1,3,N,{'QuantLib.srcml.xml_identifiers'},641,1695
Real,inv Flight K 2,NM NM N D,2,N,N,D,D,3,4,2,3,D,{'QuantLib.srcml.xml_identifiers'},641,1696
float,inv unit scale,NM NM N,inv,NM,N,N,N,0,3,0,3,NM,{'blender.srcml.xml_identifiers'},642,1697
float,inv unit scale,NM NM N,unit,NM,N,N,N,1,3,1,3,NM,{'blender.srcml.xml_identifiers'},642,1698
float,inv unit scale,NM NM N,scale,N,N,N,N,2,3,2,3,N,{'blender.srcml.xml_identifiers'},642,1699
Vector3,inverted Direction,NM N,inverted,NM,NM,NM,VBN,0,2,0,3,NM,{'ogre.srcml.xml_identifiers'},643,1700
Vector3,inverted Direction,NM N,Direction,N,N,N,N,1,2,2,3,N,{'ogre.srcml.xml_identifiers'},643,1701
int,is a empty,V DT N,is,NM,FAILURE,VBZ,VBZ,0,3,0,3,V,{'grpc.srcml.xml_identifiers'},644,1702
int,is a empty,V DT N,a,NM,FAILURE,DT,DT,1,3,1,3,DT,{'grpc.srcml.xml_identifiers'},644,1703
int,is a empty,V DT N,empty,N,FAILURE,NM,NM,2,3,2,3,N,{'grpc.srcml.xml_identifiers'},644,1704
bool,is Node A Left Child Leaf,V N DT NM NM N,is,NM,FAILURE,VBZ,VBZ,0,6,0,3,V,{'bullet3.srcml.xml_identifiers'},645,1705
bool,is Node A Left Child Leaf,V N DT NM NM N,Node,NM,FAILURE,N,N,1,6,1,3,N,{'bullet3.srcml.xml_identifiers'},645,1706
bool,is Node A Left Child Leaf,V N DT NM NM N,A,NM,FAILURE,DT,DT,2,6,1,3,DT,{'bullet3.srcml.xml_identifiers'},645,1707
bool,is Node A Left Child Leaf,V N DT NM NM N,Left,NM,FAILURE,NM,NM,3,6,1,3,NM,{'bullet3.srcml.xml_identifiers'},645,1708
bool,is Node A Left Child Leaf,V N DT NM NM N,Child,NM,FAILURE,N,N,4,6,1,3,NM,{'bullet3.srcml.xml_identifiers'},645,1709
bool,is Node A Left Child Leaf,V N DT NM NM N,Leaf,N,FAILURE,N,N,5,6,2,3,N,{'bullet3.srcml.xml_identifiers'},645,1710
bool,is Trained,V V,is,NM,V,VBZ,VBZ,0,2,0,3,V,{'opencv.srcml.xml_identifiers'},646,1711
bool,is Trained,V V,Trained,N,V,VBN,VBN,1,2,2,3,V,{'opencv.srcml.xml_identifiers'},646,1712
double,items per second,NPL P N,items,NM,N,NPL,NPL,0,3,0,3,NPL,{'grpc.srcml.xml_identifiers'},647,1713
double,items per second,NPL P N,per,NM,N,P,P,1,3,1,3,P,{'grpc.srcml.xml_identifiers'},647,1714
double,items per second,NPL P N,second,N,N,N,N,2,3,2,3,N,{'grpc.srcml.xml_identifiers'},647,1715
JarURLConnection,jar URL Connection,NM NM N,jar,NM,N,N,N,0,3,0,3,NM,{'jenkins.srcml.xml_identifiers'},648,1716
JarURLConnection,jar URL Connection,NM NM N,URL,NM,N,N,N,1,3,1,3,NM,{'jenkins.srcml.xml_identifiers'},648,1717
JarURLConnection,jar URL Connection,NM NM N,Connection,N,N,N,N,2,3,2,3,N,{'jenkins.srcml.xml_identifiers'},648,1718
u32,joint Start,NM N,joint,NM,NM,NM,NM,0,2,0,3,NM,{'irrlicht.srcml.xml_identifiers'},649,1719
u32,joint Start,NM N,Start,N,N,N,N,1,2,2,3,N,{'irrlicht.srcml.xml_identifiers'},649,1720
int,key Begin,NM N,key,NM,NM,N,N,0,2,0,3,NM,{'okhttp.srcml.xml_identifiers'},650,1721
int,key Begin,NM N,Begin,N,N,V,V,1,2,2,3,N,{'okhttp.srcml.xml_identifiers'},650,1722
queue,key Events Copy,NM NM N,key,NM,NM,NM,NM,0,3,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},651,1723
queue,key Events Copy,NM NM N,Events,NM,N,NPL,NPL,1,3,1,3,NM,{'openFrameworks.srcml.xml_identifiers'},651,1724
queue,key Events Copy,NM NM N,Copy,N,N,VBP,VBP,2,3,2,3,N,{'openFrameworks.srcml.xml_identifiers'},651,1725
map,kinects Copy,NM N,kinects,NM,N,NPL,NPL,0,2,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},652,1726
map,kinects Copy,NM N,Copy,N,N,VBP,VBP,1,2,2,3,N,{'openFrameworks.srcml.xml_identifiers'},652,1727
gchar,label casefold,NM N,label,NM,N,N,N,0,2,0,3,NM,{'gimp.srcml.xml_identifiers'},653,1728
gchar,label casefold,NM N,casefold,N,N,N,N,1,2,2,3,N,{'gimp.srcml.xml_identifiers'},653,1729
bool,last Token Was Delete Or Default,NM N V N CJ N,last,DT,V,NM,NM,0,6,0,3,NM,{'kdevelop.srcml.xml_identifiers'},654,1730
bool,last Token Was Delete Or Default,NM N V N CJ N,Token,NM,NM,NM,N,1,6,1,3,N,{'kdevelop.srcml.xml_identifiers'},654,1731
bool,last Token Was Delete Or Default,NM N V N CJ N,Was,NM,N,VBD,VBD,2,6,1,3,V,{'kdevelop.srcml.xml_identifiers'},654,1732
bool,last Token Was Delete Or Default,NM N V N CJ N,Delete,NM,N,V,NM,3,6,1,3,N,{'kdevelop.srcml.xml_identifiers'},654,1733
bool,last Token Was Delete Or Default,NM N V N CJ N,Or,NM,N,CJ,CJ,4,6,1,3,CJ,{'kdevelop.srcml.xml_identifiers'},654,1734
bool,last Token Was Delete Or Default,NM N V N CJ N,Default,N,N,N,N,5,6,2,3,N,{'kdevelop.srcml.xml_identifiers'},654,1735
vector,layer sizes,NM NPL,layer,NM,N,N,N,0,2,0,3,NM,{'opencv.srcml.xml_identifiers'},655,1736
vector,layer sizes,NM NPL,sizes,N,N,NPL,NPL,1,2,2,3,NPL,{'opencv.srcml.xml_identifiers'},655,1737
int,left Sisters Buffer,NM NM N,left,NM,NM,VBN,NM,0,3,0,3,NM,{'corenlp.srcml.xml_identifiers'},656,1738
int,left Sisters Buffer,NM NM N,Sisters,NM,N,NPL,NPL,1,3,1,3,NM,{'corenlp.srcml.xml_identifiers'},656,1739
int,left Sisters Buffer,NM NM N,Buffer,N,N,N,N,2,3,2,3,N,{'corenlp.srcml.xml_identifiers'},656,1740
unsigned,lhs Component,NM N,lhs,NM,N,N,N,0,2,0,3,NM,{'swift.srcml.xml_identifiers'},657,1741
unsigned,lhs Component,NM N,Component,N,N,N,N,1,2,2,3,N,{'swift.srcml.xml_identifiers'},657,1742
double,line 1 grad,NM D N,line,NM,N,N,N,0,3,0,3,NM,{'gimp.srcml.xml_identifiers'},658,1743
double,line 1 grad,NM D N,1,NM,NM,D,D,1,3,1,3,D,{'gimp.srcml.xml_identifiers'},658,1744
double,line 1 grad,NM D N,grad,N,N,N,N,2,3,2,3,N,{'gimp.srcml.xml_identifiers'},658,1745
int,line Y,NM N,line,NM,N,N,N,0,2,0,3,NM,{'calligra.srcml.xml_identifiers'},659,1746
int,line Y,NM N,Y,N,N,N,N,1,2,2,3,N,{'calligra.srcml.xml_identifiers'},659,1747
QUrl,link URL,NM N,link,NM,N,N,N,0,2,0,3,NM,{'calligra.srcml.xml_identifiers'},660,1748
QUrl,link URL,NM N,URL,N,N,N,N,1,2,2,3,N,{'calligra.srcml.xml_identifiers'},660,1749
int,loaded mentions count,NM NM N,loaded,NM,NM,VBN,VBN,0,3,0,3,NM,{'Telegram.srcml.xml_identifiers'},661,1750
int,loaded mentions count,NM NM N,mentions,NM,N,VBZ,NPL,1,3,1,3,NM,{'Telegram.srcml.xml_identifiers'},661,1751
int,loaded mentions count,NM NM N,count,N,N,N,VBP,2,3,2,3,N,{'Telegram.srcml.xml_identifiers'},661,1752
String[],logger Name Parts,NM NM NPL,logger,NM,N,N,N,0,3,0,3,NM,{'jenkins.srcml.xml_identifiers'},662,1753
String[],logger Name Parts,NM NM NPL,Name,NM,N,N,N,1,3,1,3,NM,{'jenkins.srcml.xml_identifiers'},662,1754
String[],logger Name Parts,NM NM NPL,Parts,N,N,NPL,NPL,2,3,2,3,NPL,{'jenkins.srcml.xml_identifiers'},662,1755
int,lower tail,NM N,lower,NM,N,NM,NM,0,2,0,3,NM,{'calligra.srcml.xml_identifiers'},663,1756
int,lower tail,NM N,tail,N,N,N,N,1,2,2,3,N,{'calligra.srcml.xml_identifiers'},663,1757
vector,mapped labels,NM NPL,mapped,NM,N,VBN,VBN,0,2,0,3,NM,{'opencv.srcml.xml_identifiers'},664,1758
vector,mapped labels,NM NPL,labels,N,N,NPL,NPL,1,2,2,3,NPL,{'opencv.srcml.xml_identifiers'},664,1759
long,max Age Seconds Long,NM NM NPL NM,max,NM,N,N,N,0,4,0,3,NM,{'okhttp.srcml.xml_identifiers'},665,1760
long,max Age Seconds Long,NM NM NPL NM,Age,NM,N,N,N,1,4,1,3,NM,{'okhttp.srcml.xml_identifiers'},665,1761
long,max Age Seconds Long,NM NM NPL NM,Seconds,NM,N,NPL,NPL,2,4,1,3,NPL,{'okhttp.srcml.xml_identifiers'},665,1762
long,max Age Seconds Long,NM NM NPL NM,Long,N,NM,VM,VM,3,4,2,3,NM,{'okhttp.srcml.xml_identifiers'},665,1763
sharedptr,max basket,NM N,max,NM,N,N,N,0,2,0,3,NM,{'QuantLib.srcml.xml_identifiers'},666,1764
sharedptr,max basket,NM N,basket,N,N,N,N,1,2,2,3,N,{'QuantLib.srcml.xml_identifiers'},666,1765
sizet,max input size,NM NM N,max,NM,N,N,N,0,3,0,3,NM,{'grpc.srcml.xml_identifiers'},667,1766
sizet,max input size,NM NM N,input,NM,N,N,N,1,3,1,3,NM,{'grpc.srcml.xml_identifiers'},667,1767
sizet,max input size,NM NM N,size,N,N,N,N,2,3,2,3,N,{'grpc.srcml.xml_identifiers'},667,1768
uint,melanin ofs,NM N,melanin,NM,N,N,N,0,2,0,3,NM,{'blender.srcml.xml_identifiers'},668,1769
uint,melanin ofs,NM N,ofs,N,N,NPL,VM,1,2,2,3,N,{'blender.srcml.xml_identifiers'},668,1770
String,merged Type,NM N,merged,NM,NM,NM,VBN,0,2,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},669,1771
String,merged Type,NM N,Type,N,N,N,N,1,2,2,3,N,{'elasticsearch.srcml.xml_identifiers'},669,1772
Class,method Handles,NM NPL,method,NM,N,N,N,0,2,0,3,NM,{'mockito.srcml.xml_identifiers'},670,1773
Class,method Handles,NM NPL,Handles,N,N,VBZ,VBZ,1,2,2,3,NPL,{'mockito.srcml.xml_identifiers'},670,1774
auto,method index,NM N,method,NM,N,N,N,0,2,0,3,NM,{'grpc.srcml.xml_identifiers'},671,1775
auto,method index,NM N,index,N,N,N,N,1,2,2,3,N,{'grpc.srcml.xml_identifiers'},671,1776
